title,company_name,location,site,job_url,experience_range,key_skills,match_score,why_this_job_fits,missing_skills,resume_alignment_level,is_remote,work_from_home_type
AR Caller | International Voice Process | Customer support associate |,RND Softech,"Trichy, Ooty, India",naukri,https://www.naukri.com/job-listings-ar-caller-international-voice-process-customer-support-associate-rnd-softech-ooty-tiruchirapalli-coimbatore-2-to-7-years-061224015502,,log,12,Primary skills: log,"linux, sftp, servicenow, itil",Ignore,False,Work from office
International Banking Chat Support -- Bangalore,Firstsource,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-international-banking-chat-support-bangalore-firstsource-bengaluru-1-to-3-years-201225009357,1+ years,,0,Experience: 1+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Desktop Support Engineer,Simbian Systems,"Vadodara, India",naukri,https://www.naukri.com/job-listings-desktop-support-engineer-simbian-systems-vadodara-2-to-3-years-201225009191,2-3 years,,6,Support/production oriented; Experience: 2-3 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Executive // Upselling,Teleperformance (TP),"Gurgaon, India",naukri,https://www.naukri.com/job-listings-customer-support-executive-upselling-teleperformance-tp-gurugram-0-to-1-years-041225014548,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Hiring | Global Support Associate | Work from Office,Ncr Eduservices,"Greater Noida, India",naukri,https://www.naukri.com/job-listings-hiring-global-support-associate-work-from-office-ncr-eduservices-greater-noida-2-to-6-years-281125020349,2-5 years,"log, monitor, servicenow, sla",63,"Primary skills: log, monitor, servicenow, sla; On-call / shift work; ServiceNow/ITIL/incident; Experience: 2-5 years","linux, sftp, itil",Good Match,False,Work from office
Production Support,Cloudxtreme,"Bengaluru, Hyderabad, India",naukri,https://www.naukri.com/job-listings-production-support-cloudxtreme-hyderabad-bengaluru-6-to-10-years-281025035300,,"java, linux, monitor, monitoring, sla",66,"Primary skills: linux, monitor, monitoring, sla; Secondary skills: java; On-call / shift work; Support/production oriented","sftp, servicenow, itil",Good Match,False,Work from office
Desktop Support Engineer,NAM INFO PRIVATE LIMITED,"Bengaluru, Hyderabad, India",naukri,https://www.naukri.com/job-listings-desktop-support-engineer-nam-info-private-limited-hyderabad-bengaluru-3-to-8-years-191225916419,,"linux, log, monitor, servicenow",62,"Primary skills: linux, log, monitor, servicenow; ServiceNow/ITIL/incident; Support/production oriented","sftp, itil",Good Match,True,Remote
Product Support Representative II,FIS,"Pune, India",naukri,https://www.naukri.com/job-listings-product-support-representative-ii-fis-global-business-solutions-india-pvt-ltd-pune-5-to-7-years-191225914031,5-7 years,,6,Support/production oriented; Experience: 5-7 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Manager ServiceNow,Nouryon,"Mumbai, India",naukri,https://www.naukri.com/job-listings-application-manager-servicenow-nouryon-mumbai-5-to-10-years-191225504288,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Executive - Technical Support,Intech Group,"Gandhinagar, India",naukri,https://www.naukri.com/job-listings-executive-technical-support-intech-group-gandhinagar-2-to-5-years-191225502679,2-5 years,"alert, api, aws, azure, grafana, incident, log, monitor, servicenow, sla",0,,,Ignore,False,Work from office
Service Manager - ITSM & Support,Stack Digital,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-service-manager-itsm-support-stack-digital-bengaluru-4-to-9-years-191225502180,3-6 years,"aws, azure, incident, itil, servicenow, sla",91,"Primary skills: aws, azure, incident, itil, servicenow, sla; On-call / shift work; Cloud: Azure, AWS, GCP; ServiceNow/ITIL/incident; Support/production oriented; Experience: 3-6 years","linux, sftp",Strong Match,False,Work from office
Service Recovery Engineer (IT Analyst Applications),Caterpillar Inc,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-service-recovery-engineer-it-analyst-applications-caterpillar-brazil-bengaluru-7-to-12-years-191225500766,7+ years,"api, incident, itil, log, monitor, monitoring, observability, rest, servicenow",90,"Primary skills: incident, itil, log, monitor, monitoring, servicenow; Secondary skills: api, observability, rest; On-call / shift work; ServiceNow/ITIL/incident; Experience: 7+ years","linux, sftp",Strong Match,False,Work from office
Application Tech Support Practitioner,Accenture,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171225932327,15+ years,"alert, aws, azure, incident, log, monitor, monitoring, python, servicenow, sla",78,"Primary skills: alert, aws, azure, incident, log, monitor, monitoring, python, servicenow, sla; Cloud: Azure, AWS, GCP; ServiceNow/ITIL/incident; Experience: 15+ years","linux, sftp, itil",Strong Match,False,Work from office
Application Tech Support Practitioner,Accenture,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-4-to-9-years-171225931685,15+ years,"alert, aws, azure, incident, log, monitor, monitoring, python, servicenow, sla",78,"Primary skills: alert, aws, azure, incident, log, monitor, monitoring, python, servicenow, sla; Cloud: Azure, AWS, GCP; ServiceNow/ITIL/incident; Experience: 15+ years","linux, sftp, itil",Strong Match,False,Work from office
Application Support Engineer,Accenture,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-171225931382,15+ years,log,12,Primary skills: log; Experience: 15+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Global IT End User Support Team Leader,Lucy Electric,"Vadodara, India",naukri,https://www.naukri.com/job-listings-global-it-end-user-support-team-leader-lucy-electric-vadodara-3-to-8-years-171225502126,,,6,Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
It Support Specialist,Ujoy Technology,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-it-support-specialist-ujoy-technology-bengaluru-6-to-9-years-161225022050,8+ years,,6,Support/production oriented; Experience: 8+ years,"linux, sftp, servicenow, itil",Ignore,True,Remote
Application Support Engineer,Accenture,"Coimbatore, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-coimbatore-3-to-8-years-151225926238,15+ years,,0,Experience: 15+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Tech Support Practitioner,Accenture,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-151225925419,15+ years,,6,Support/production oriented; Experience: 15+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Tech Support Practitioner,Accenture,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-151225925415,0-2 years,,7,On-call / shift work; Experience: 0-2 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Support Engineer,Accenture,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-151225925403,5+ years,,0,Experience: 5+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Support Engineer,Accenture,"Pune, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-pune-1-to-4-years-151225923716,15+ years,,6,Support/production oriented; Experience: 15+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Opening For IT-Engineer-Support,Okool,"Hybrid - Bengaluru, India",naukri,https://www.naukri.com/job-listings-opening-for-it-engineer-support-okool-bengaluru-3-to-6-years-151225023908,,,6,Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Hybrid
Application Support Engineer 2,ITC Infotech,"Hybrid - Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-2-itc-infotech-bengaluru-4-to-8-years-151225002995,,"api, aws, azure, linux, monitor, monitoring, python, servicenow, shell",96,"Primary skills: aws, azure, linux, monitor, monitoring, python, servicenow, shell; Secondary skills: api; On-call / shift work; Cloud: Azure, AWS; ServiceNow/ITIL/incident; Support/production oriented","sftp, itil",Strong Match,False,Hybrid
Walk In Interview - Customer Support - SBI Securities,Sbicap Securities,"Mumbai, Chinchpokli, India",naukri,https://www.naukri.com/job-listings-walk-in-interview-customer-support-sbi-securities-sbicap-securities-mumbai-chinchpokli-0-to-5-years-151125018850,,,6,Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Support Specialist - Chat Gaming Process,Talent Advisors,"Noida, India",naukri,https://www.naukri.com/job-listings-support-specialist-chat-gaming-process-talent-advisors-noida-1-to-6-years-010825030924,,log,12,Primary skills: log,"linux, sftp, servicenow, itil",Ignore,False,Work from office
"Sr. Enterprise Engineer, IT Asset Management",LinkedIn,"Bengaluru, Karnataka, India",linkedin,https://www.linkedin.com/jobs/view/4343333337,5+ years,"api, itil, log, monitor, monitoring, servicenow",73,"Primary skills: itil, log, monitor, monitoring, servicenow; Secondary skills: api; ServiceNow/ITIL/incident; Experience: 5+ years","linux, sftp",Strong Match,False,Hybrid
IT Support Engineer - Part time,PaperTrue,worldwide,linkedin,https://www.linkedin.com/jobs/view/4323459422,2-4 years,"aws, linux, log, monitor",53,"Primary skills: aws, linux, log, monitor; Cloud: AWS; Experience: 2-4 years","sftp, servicenow, itil",Good Match,False,
Application Support Engineer/ Senior Application Support Engineer,NEC Software Solutions,worldwide,linkedin,https://www.linkedin.com/jobs/view/4328690902,30+ years,"incident, linux, log, sla",63,"Primary skills: incident, linux, log, sla; On-call / shift work; ServiceNow/ITIL/incident; Experience: 30+ years","sftp, servicenow, itil",Good Match,False,
Application Support Engineer/ Senior Application Support Engineer,NEC Software Solutions (India),"Mumbai, Maharashtra, India",linkedin,https://www.linkedin.com/jobs/view/4345880227,30+ years,"incident, linux, log, sla",63,"Primary skills: incident, linux, log, sla; On-call / shift work; ServiceNow/ITIL/incident; Experience: 30+ years","sftp, servicenow, itil",Good Match,False,
Senior IT Analyst Applications (L1 Support Lead),Caterpillar Inc,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-senior-it-analyst-applications-l1-support-lead-caterpillar-brazil-bengaluru-5-to-9-years-221225500686,8+ years,"incident, itil, java, log, monitor, servicenow, sla",80,"Primary skills: incident, itil, log, monitor, servicenow, sla; Secondary skills: java; On-call / shift work; ServiceNow/ITIL/incident; Experience: 8+ years","linux, sftp",Strong Match,False,Work from office
Application Production Support Professional,BNP Paribas,"Chennai, India",naukri,https://www.naukri.com/job-listings-application-production-support-professional-bnp-paribas-india-solutions-pvt-ltd-chennai-5-to-10-years-221225921144,,,6,Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Support Engineer,Accenture,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-221225911456,2+ years,log,18,Primary skills: log; Support/production oriented; Experience: 2+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Business Analyst ServiceNow,Rockwell Automation,"Pune, Delhi, India",naukri,https://www.naukri.com/job-listings-business-analyst-servicenow-rockwell-automation-noida-new-delhi-pune-bengaluru-3-to-8-years-221225501631,3+ years,"itil, java, log",37,"Primary skills: itil, log; Secondary skills: java; ServiceNow/ITIL/incident; Experience: 3+ years","linux, sftp, servicenow",Stretch Role,False,Work from office
Business Analyst ServiceNow,Lektronix,"Pune, Delhi, India",naukri,https://www.naukri.com/job-listings-business-analyst-servicenow-lektronix-noida-new-delhi-pune-bengaluru-3-to-8-years-221225501464,3+ years,"itil, java, log",37,"Primary skills: itil, log; Secondary skills: java; ServiceNow/ITIL/incident; Experience: 3+ years","linux, sftp, servicenow",Stretch Role,False,Work from office
Business Analyst ServiceNow,Kalypso A Rockwell Automation Business,"Pune, Delhi, India",naukri,https://www.naukri.com/job-listings-business-analyst-servicenow-kalypso-a-rockwell-automation-business-noida-new-delhi-pune-bengaluru-3-to-8-years-221225501044,3+ years,"itil, java, log",37,"Primary skills: itil, log; Secondary skills: java; ServiceNow/ITIL/incident; Experience: 3+ years","linux, sftp, servicenow",Stretch Role,False,Work from office
ServiceNow Developer,VAK Consulting LLC,"Coimbatore, India",naukri,https://www.naukri.com/job-listings-servicenow-developer-vak-consulting-llc-coimbatore-6-to-10-years-221225913663,,"api, java, log, servicenow",42,"Primary skills: log, servicenow; Secondary skills: api, java; ServiceNow/ITIL/incident","linux, sftp, itil",Stretch Role,False,Work from office
Servicenow Developer,EXL,"Hybrid - Pune, Bengaluru, India",naukri,https://www.naukri.com/job-listings-servicenow-developer-exl-noida-pune-bengaluru-4-to-7-years-221225019520,4-7 years,servicenow,20,Primary skills: servicenow; ServiceNow/ITIL/incident; Experience: 4-7 years,"linux, sftp, itil",Stretch Role,False,Hybrid
Filed Support Engineer,CBRE,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-filed-support-engineer-cbre-hyderabad-1-to-3-years-221225018245,3+ years,,6,Support/production oriented; Experience: 3+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Senior Technical Support Engineer,Talent Vidas,"Jaipur, India",naukri,https://www.naukri.com/job-listings-senior-technical-support-engineer-talent-vidas-jaipur-6-to-11-years-221225018148,,servicenow,33,Primary skills: servicenow; On-call / shift work; ServiceNow/ITIL/incident; Support/production oriented,"linux, sftp, itil",Stretch Role,False,Work from office
Technical Support Engineer 2,INOVALON INDIA PRIVATE LIMITED,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-technical-support-engineer-2-inovalon-india-private-limited-hyderabad-5-to-10-years-221225013399,5+ years,"alert, aws, azure, incident, itil, log, monitor, monitoring, servicenow, sla",85,"Primary skills: alert, aws, azure, incident, itil, log, monitor, monitoring, servicenow, sla; On-call / shift work; Cloud: Azure, AWS, GCP; ServiceNow/ITIL/incident; Experience: 5+ years","linux, sftp",Strong Match,False,Work from office
Application Lead,Accenture,"Noida, India",naukri,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-noida-5-to-8-years-221225925537,5+ years,servicenow,20,Primary skills: servicenow; ServiceNow/ITIL/incident; Experience: 5+ years,"linux, sftp, itil",Stretch Role,False,Work from office
Sr. Associate - ServiceNow HRSD,Amgen Inc,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-sr-associate-servicenow-hrsd-amgen-inc-hyderabad-4-to-6-years-221225920991,4-6 years,servicenow,20,Primary skills: servicenow; ServiceNow/ITIL/incident; Experience: 4-6 years,"linux, sftp, itil",Stretch Role,False,Work from office
ServiceNow Developer with CMDB - Tietoevry Create (m/f/d),Evry Usa Corporation,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-servicenow-developer-with-cmdb-tietoevry-create-m-f-d-evry-usa-corporation-bengaluru-5-to-8-years-221225500982,5-8 years,servicenow,20,Primary skills: servicenow; ServiceNow/ITIL/incident; Experience: 5-8 years,"linux, sftp, itil",Stretch Role,False,Work from office
ServiceNow Developer - Tietoevry Create (m/f/d),Evry Usa Corporation,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-servicenow-developer-tietoevry-create-m-f-d-evry-usa-corporation-bengaluru-5-to-8-years-221225500962,,servicenow,20,Primary skills: servicenow; ServiceNow/ITIL/incident,"linux, sftp, itil",Stretch Role,False,Work from office
IT Analyst Applications (L1/L2 Support Engineer),Caterpillar Inc,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-it-analyst-applications-l1-l2-support-engineer-caterpillar-brazil-bengaluru-5-to-10-years-221225500685,5+ years,"api, incident, itil, java, log, monitor",73,"Primary skills: incident, itil, log, monitor; Secondary skills: api, java; On-call / shift work; ServiceNow/ITIL/incident; Experience: 5+ years","linux, sftp, servicenow",Strong Match,False,Work from office
IT Security Risk and Compliance Analyst,Surgical Care Affiliates (SCA),"Noida, India",naukri,https://www.naukri.com/job-listings-it-security-risk-and-compliance-analyst-surgical-care-affiliates-sca-noida-2-to-4-years-221225024522,2+ years,"incident, log, monitor, monitoring, servicenow",74,"Primary skills: incident, log, monitor, monitoring, servicenow; ServiceNow/ITIL/incident; Support/production oriented; Experience: 2+ years","linux, sftp, itil",Strong Match,False,Work from office
Servicenow Developer,Tata Consultancy Services,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-servicenow-developer-tata-consultancy-services-bengaluru-6-to-11-years-221225017572,,"itil, servicenow",32,"Primary skills: itil, servicenow; ServiceNow/ITIL/incident","linux, sftp",Stretch Role,False,Work from office
ServiceNow Developer (Immediate opportunity),Contango Services,"Bengaluru(Electronics City Phase 1), India",naukri,https://www.naukri.com/job-listings-servicenow-developer-immediate-opportunity-contango-services-bengaluru-3-to-6-years-221225017436,3-6 years,"devops, incident, itil, java, log, monitor, servicenow",0,,,Ignore,False,Work from office
Application Tech Support Practitioner,Accenture,"Gurgaon, India",naukri,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-gurugram-0-to-2-years-221225925770,15+ years,incident,20,Primary skills: incident; ServiceNow/ITIL/incident; Experience: 15+ years,"linux, sftp, servicenow, itil",Stretch Role,False,Work from office
Application Production Support Professional - DBA,BNP Paribas,"Chennai, India",naukri,https://www.naukri.com/job-listings-application-production-support-professional-dba-bnp-paribas-india-solutions-pvt-ltd-chennai-5-to-10-years-221225921044,5+ years,,0,Experience: 5+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Servicenow Developer,Atos,"Hybrid - Pune, Bengaluru, India",naukri,https://www.naukri.com/job-listings-servicenow-developer-atos-pune-bengaluru-mumbai-all-areas-5-to-10-years-221225032341,5-9 years,,0,Experience: 5-9 years,"linux, sftp, servicenow, itil",Ignore,False,Hybrid
Application Support Engineer,Accenture Solutions Pvt Ltd,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-221225911727,15+ years,,6,Support/production oriented; Experience: 15+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Tech Support Practitioner,Accenture,"Pune, India",naukri,https://www.naukri.com/job-listings-application-tech-support-practitioner-accenture-solutions-pvt-ltd-pune-1-to-3-years-221225911650,15+ years,,0,Experience: 15+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Support Engineer,Accenture Solutions Pvt Ltd,"Pune, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-pune-3-to-8-years-221225911615,3+ years,,6,Support/production oriented; Experience: 3+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Support Engineer,Accenture,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-221225911533,3+ years,,6,Support/production oriented; Experience: 3+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Support Engineer,Accenture,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-221225911249,5+ years,observability,11,Secondary skills: observability; Support/production oriented; Experience: 5+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Support Engineer,Accenture,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-221225911208,5+ years,,6,Support/production oriented; Experience: 5+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Support Engineer,Objectwin Technology,"Bengaluru(Ashok Nagar), India",naukri,https://www.naukri.com/job-listings-application-support-engineer-objectwin-technology-bengaluru-5-to-8-years-221225017735,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Genpact Inviting applications For Chat support roles - Hyderabad,Genpact,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-genpact-inviting-applications-for-chat-support-roles-hyderabad-genpact-hyderabad-0-to-3-years-221225009081,,"automation, aws",42,"Primary skills: automation, aws; On-call / shift work; Cloud: AWS; Support/production oriented","linux, sftp, servicenow, itil",Stretch Role,False,Work from office
